4.2461,0,468.83,170.51,69
4.2469,0,458.74,168.86,69
4.2361,0,456.39,166.34,68
4.237,0,453.49,166.15,68
4.2374,0,450.14,165.7,68
4.2321,0,448.1,163.17,67
4.225,0,452.87,163.51,69
4.2249,0,461.63,167.04,69
4.2276,0,465.81,166.98,71
4.2358,0,485.29,170.42,73
4.238,0,504.24,173.28,74
4.2494,0,521.52,178.6,78
4.2538,0,530.85,180.7,81
4.2596,0,530.46,181.83,80
4.258,0,535.42,182.46,83
4.2531,0,536.9,182.53,83
4.2605,0,536.42,182.83,83
4.2539,0,531.12,181.33,82
4.258,0,520.1,180.66,80
4.2659,0,509.21,180.57,80
4.2606,0,496.52,177.95,79
4.2522,0,490.49,177.25,74
4.2538,0,486.98,175.66,76
4.2569,0,471.47,171.79,74
4.2479,0,463.77,168.68,72
4.252,0,450.23,167.43,71
4.2511,0,449.27,166.38,70
4.2412,0,446.94,164.2,70
4.2426,0,444.08,164.44,69
4.2488,0,441.51,163.98,70
4.2328,0,444.14,162.55,71
4.2273,0,455.45,165.42,70
4.2323,0,459.79,167.79,70
4.2333,0,462.41,167.1,70
4.2349,0,468.47,168.27,72
4.2518,0,474.58,172.68,70
4.2517,0,473.85,170.61,70
4.2522,0,475.32,171.96,72
4.2439,0,471.76,170.07,74
4.2425,0,479.19,171.63,76
4.2395,0,486.45,173.93,75
4.2427,0,490.17,174.94,76
4.2512,0,490.98,177.03,73
4.2519,0,492.28,176.37,73
4.2566,0,489.92,176.82,72
4.2508,0,484.11,175.14,71
4.2547,0,480.7,174.56,71
4.2523,0,470.56,170.18,70
4.2534,0,458.65,167.24,69
4.2496,0,451.97,167.01,68
4.2419,0,448.67,164.67,68
4.2377,0,442.67,162.48,67
4.2442,0,437.51,162.18,67
4.239,0,438.11,161.37,67
4.2363,0,436.55,159.89,68
4.2354,0,443.32,162.61,69
4.2275,0,446.83,164.2,69
4.2293,0,456.32,166.08,70
4.2344,0,460.28,167.57,75
4.2425,0,470.13,170.79,75
4.238,0,481.63,172.96,81
4.2429,0,485.71,174.45,83
4.2499,0,488.7,175.64,83
4.2491,0,492.67,177.09,85
4.2482,0,491.38,176,84
4.2537,0,494.61,177,82
4.2534,0,496.6,177.76,80
4.2644,0,494.26,179.78,78
4.2675,0,482.26,177.19,75
4.2589,0,482.64,176.53,76
4.2505,0,482.65,174.44,75
4.2628,0,460.1,169.9,73
4.2465,0,458.22,168.42,71
4.2559,0,452.48,170.12,72
4.2507,0,450.11,168.38,70
4.2395,0,449.62,166.42,68
4.2453,0,451.19,167.89,69
4.2394,0,448.64,165.6,69
4.2287,0,450.43,164.02,71
4.2405,0,458.08,169.17,74
4.2387,0,463.34,169.45,76
4.2445,0,487.85,172.8,79
4.2508,0,513.17,178.46,80
4.2561,0,531.58,181.5,82
4.2605,0,539.07,183.53,83
4.2581,0,538.54,182.44,84
4.2628,0,542.43,185.55,86
4.2625,0,543.96,186.51,84
4.2576,0,538.86,183.63,82
4.2687,0,532.05,184.54,81
4.2668,0,515.23,180.81,73
4.273,0,508.81,180.35,72
4.2741,0,497.56,179.23,73
4.2529,0,493.19,175.72,71
4.2703,0,485.73,175.92,71
4.2606,0,472.67,171.3,70
4.263,0,469.59,172.25,70
4.2597,0,463.32,172.57,69
4.2533,0,461.91,171.17,70
4.2471,0,461.88,170.56,69
4.2499,0,455.33,168.88,68
4.2327,0,456.54,165.96,69
4.2339,0,453.31,165.2,72
4.2367,0,462.7,169.3,74
4.2359,0,469.71,170.01,76
4.247,0,492.24,174.75,77
4.2508,0,515.19,178.51,79
4.2218,0,537.71,178.56,80
4.2626,0,534.61,182.65,84
4.2568,0,537.16,181.92,84
4.2593,0,540.68,184.63,86
4.2577,0,538.64,182.11,87
4.2513,0,534.17,180.38,86
4.257,0,530.94,181.54,85
4.2626,0,518.3,181.45,83
4.2746,0,507.92,181.86,79
4.2727,0,496.18,180.67,79
4.2622,0,494.94,178.85,78
4.2712,0,486.34,177.54,76
4.2519,0,468.63,170.77,73
4.2591,0,459.26,168.78,71
4.2555,0,448.13,166.23,71
4.2414,0,426.12,160.92,70
4.2493,0,429.27,164.46,71
4.2508,0,425.49,163.09,71
4.2486,0,424.67,162.4,69
4.2355,0,433.29,162.44,71
4.2387,0,437.09,163.95,72
4.2403,0,439.89,164.58,73
4.246,0,462.23,169.53,75
4.2526,0,475.22,171.19,80
4.2546,0,499,174.08,81
4.2538,0,531.15,179.83,84
4.2578,0,536.77,183.01,85
4.2633,0,542.9,185.65,86
4.2618,0,550.26,188.34,83
4.2674,0,552.08,189,84
4.2712,0,548.46,188.22,81
4.2759,0,535.85,186.91,79
4.2742,0,520.66,185.07,78
4.2762,0,495.45,179.07,77
4.2639,0,486.03,175.84,74
4.2568,0,480.68,173.65,73
4.2599,0,471.1,170.99,73
4.2618,0,470.75,172.34,73
4.2491,0,463.33,169.92,73
4.2489,0,464.17,170.46,72
4.2465,0,461.16,168.74,72
4.2484,0,457.8,167.98,71
4.2465,0,452.26,166.8,71
4.2338,0,452.49,164.89,72
4.2488,0,461.26,170.83,73
4.2407,0,465.51,170.55,75
4.2468,0,481.8,171.41,76
4.2489,0,506.94,175.67,77
4.2564,0,525.7,180.47,81
4.2695,0,532.08,181.43,82
4.2666,0,532.28,180.53,82
4.2567,0,537.73,181.56,82
4.2742,0,539.44,184.51,82
4.2625,0,536.67,182.99,82
4.2644,0,527.22,181.9,81
4.2721,0,511.36,179.92,78
4.259,0,509.88,178.51,77
4.2675,0,499.08,179.07,75
4.2587,0,492.68,175.86,74
4.2636,0,486.65,175.33,72
4.2614,0,468.71,170.51,72
4.2526,0,465.91,169.11,71
4.2529,0,456.05,167.75,71
4.253,0,453.88,167.82,70
4.2526,0,452.62,167.1,69
4.2423,0,449.21,164.43,69
4.2362,0,449.62,163.39,68
4.2297,0,451.84,163.53,71
4.2404,0,455.07,171.7,74
4.2333,0,457.48,169.48,77
4.2399,0,478.83,174.01,79
4.2499,0,500.05,177.44,81
4.2559,0,528.59,179.78,83
4.2588,0,537.67,182.17,84
4.253,0,593.25,205.17,78
4.2585,0,605.43,211.13,82
4.2715,0,608.97,215.13,84
4.2743,0,607.97,214.94,83
4.2738,0,595.45,212.76,80
4.2731,0,578.85,209.72,79
4.2718,0,564.47,206.89,78
4.2709,0,561.74,207.66,77
4.2597,0,553.28,203.78,75
4.2632,0,545.1,201.97,77
4.2573,0,522.58,193.85,75
4.2572,0,522.93,194.91,74
4.2576,0,519.14,196.6,75
4.2498,0,519.88,194.93,73
4.2508,0,517.69,194.87,73
4.2481,0,505.93,190.47,73
4.2335,0,503.2,186.99,73
4.2294,0,507.28,187.96,74
4.2373,0,520.76,193.83,76
4.2424,0,518.23,194.25,76
4.2375,0,518,192.32,78
4.2392,0,522.42,193.52,78
4.2487,0,524.75,194.82,80
4.2537,0,521.99,194.32,80
4.2485,0,519.67,192.96,81
4.2371,0,517.53,191.74,81
4.2286,0,513.4,187.97,82
4.2462,0,511.93,190.78,82
4.2481,0,514.87,192.05,80
4.2526,0,513.32,192.1,77
4.2525,0,513.59,192.13,74
4.2545,0,503.77,190.93,72
4.2508,0,486.31,184.1,70
4.2444,0,479.58,180.23,68
4.2388,0,462.15,175.55,67
4.2456,0,440.09,162.73,68
4.2423,0,427.69,157.66,67
4.2398,0,425.52,157.57,66
4.2356,0,425.21,156.92,65
4.2392,0,420.73,156.03,64
4.2361,0,421.5,155.24,63
4.2369,0,432.92,158.62,66
4.2336,0,437.66,159.56,70
4.2237,0,439.05,159.21,73
4.2222,0,450.37,162.26,76
4.2285,0,455.23,164.04,79
4.2345,0,465.47,166.97,79
4.2343,0,468.16,168.36,81
4.245,0,472.37,171.1,81
4.2439,0,470.11,169.3,83
4.2416,0,472.97,169.49,82
4.2404,0,477.34,171.61,80
4.2412,0,476.12,170.86,82
4.2539,0,473.56,172.7,81
4.2599,0,471.17,173.49,77
4.2573,0,464.59,172.08,74
4.2523,0,463,170.26,72
4.2523,0,460.01,169.2,70
4.2459,0,445.73,163.66,70
4.2464,0,440.68,163.02,68
4.2419,0,432.32,161.11,68
4.2409,0,432.62,160.87,68
4.2382,0,431.46,159.82,67
4.2274,0,437.63,159.38,66
4.2216,0,438.1,158.35,66
4.2245,0,438.57,158.42,67
4.2343,0,450.11,163.75,68
4.2267,0,450.89,163.31,69
4.234,0,461.73,163.79,71
4.2389,0,463.22,161.76,76
4.243,0,461.7,160.65,77
4.2454,0,484.4,166.43,80
4.2484,0,506.76,176.64,82
4.2509,0,519.15,186.01,84
4.2463,0,524.35,186.39,84
4.2507,0,525.37,179.78,83
4.255,0,526.99,181.61,82
4.2625,0,518.67,183.16,80
4.2646,0,504.35,181.27,77
4.2647,0,495.67,180.42,75
4.2622,0,484.35,176.45,72
4.2599,0,475.96,173.52,72
4.2514,0,463.65,168.56,71
4.2537,0,461.23,169.62,68
4.244,0,453.65,167.37,69
4.2475,0,452.34,167.3,68
4.2385,0,450.85,165.93,67
4.2374,0,444.79,163.1,67
4.2382,0,443.62,163.14,69
4.2259,0,449.3,162.34,71
4.2323,0,454.45,165.14,74
4.2292,0,455.74,164.5,78
4.2329,0,490.39,175.48,81
4.2382,0,510.4,183.87,81
4.2445,0,534.22,189.17,85
4.2468,0,557.3,194.68,86
4.2275,0,570.15,195.29,86
4.2668,0,556.31,195.49,87
4.2657,0,540.73,187.26,87
4.266,0,515.27,174.4,86
4.2672,0,530.79,179.44,82
4.2684,0,555.59,200.54,81
4.2756,0,548.74,202.22,79
4.2736,0,541.62,200.95,78
4.2613,0,521.24,193.58,77
4.2658,0,501.04,188.92,77
4.2729,0,470.48,172.74,77
4.2602,0,473.17,173.86,77
4.2619,0,465.24,173.05,76
4.2539,0,463.38,171.65,76
4.2523,0,461.31,169.73,75
4.2531,0,457.89,169.28,75
4.2505,0,454.33,167.58,75
4.2363,0,459.14,165.78,76
4.2461,0,467.17,170.74,77
4.2466,0,469.13,170.78,81
4.2504,0,486.74,173.15,82
4.2559,0,509.97,178.02,84
4.2588,0,538.07,184.31,86
4.2608,0,543.84,185.45,88
4.2659,0,543.51,186.07,89
4.2709,0,548.69,188.66,88
4.2711,0,569.57,197.96,80
4.2795,0,553.33,192.76,79
4.2821,0,524.27,181.77,83
4.2787,0,499.17,176.82,82
4.2697,0,496.39,176.61,79
4.2737,0,493.64,180.05,77
4.266,0,490.73,178.25,76
4.2572,0,488.4,176.08,75
4.2196,0,479.11,168.25,74
4.262,0,474.68,174.49,75
4.2665,0,455.19,170,75
4.2627,0,449.88,167.51,74
4.2599,0,450.25,167.6,74
4.26,0,443.77,165.06,73
4.2535,0,444.16,164.43,74
4.2413,0,448.12,164.64,75
4.2621,0,452.54,168.77,78
4.2505,0,454.21,167.05,80
4.259,0,472.55,171.85,82
4.2616,0,504.17,177.91,84
4.2652,0,522.83,181.3,86
4.2617,0,543.59,188.2,89
4.2605,0,588.53,208.02,89
4.265,0,603.3,211.16,90
4.2693,0,597.13,210.45,90
4.2759,0,584.6,203.69,90
4.2824,0,571.38,201.81,88
4.2891,0,551,199.27,86
4.2827,0,534.47,194.74,85
4.2784,0,517.28,191.46,83
4.2779,0,511.37,191.01,82
4.2727,0,516.43,193.08,81
4.2591,0,534.31,198.02,81
4.262,0,530.59,200.12,81
4.2606,0,517.84,196.11,80
4.2595,0,512.8,195.23,80
4.2559,0,507.4,193.58,80
4.2532,0,506.12,192.07,78
4.2219,0,511.25,188.82,77
4.1935,0,521.62,188.08,78
4.252,0,524.53,197.47,79
4.2457,0,523.82,196.36,81
4.2494,0,541.37,199.78,84
4.2506,0,562.45,202.44,83
4.2627,0,565.15,202.87,85
4.2569,0,577.01,204.87,89
4.2572,0,582.14,206.32,90
4.2657,0,574.41,205.54,82
4.2616,0,586.5,208.67,86
4.2752,0,581.13,207.76,81
4.2665,0,576.44,205.98,85
4.272,0,565.89,207.25,84
4.2611,0,559.19,203.75,83
4.2716,0,549.56,204.08,83
4.2594,0,550.39,202.65,81
4.2731,0,531.44,199.68,80
4.2685,0,517.77,195.71,80
4.2653,0,497.3,188.5,79
4.2671,0,471.72,175.65,77
4.2581,0,470.97,173.93,77
4.2643,0,468.36,174.91,77
4.2611,0,466.5,172.88,76
4.2538,0,459.88,170.13,76
4.2523,0,450.45,177.91,77
4.2486,0,456.36,174.83,80
4.2454,0,455.87,173.7,80
4.2459,0,474.38,174.55,83
4.2547,0,473.65,174.41,85
4.2552,0,479.23,176.12,87
4.2617,0,485.66,179.23,87
4.2613,0,489.5,178.54,80
4.2523,0,543.79,200.54,89
4.2645,0,548.33,203.33,88
4.2586,0,523.29,195.48,82
4.2564,0,542.75,201.06,85
4.2561,0,558.43,204.78,83
4.2637,0,555.25,205.71,82
4.271,0,531.62,200.94,79
4.2676,0,510.69,195.29,77
4.2663,0,500.96,193.14,79
4.2628,0,488.55,189.53,78
4.2595,0,486.12,189.35,77
4.2506,0,480.69,187.14,77
4.2511,0,482.24,188.41,77
4.257,0,479.35,188.06,77
4.2497,0,475.58,185.38,76
4.2539,0,468.88,184.72,76
4.2496,0,471.84,183.75,76
4.2495,0,476.55,185.8,77
4.2429,0,482.16,186.32,79
4.24,0,477.14,179.13,80
4.2458,0,461.23,171.21,80
4.2469,0,465.87,171.72,77
4.2539,0,469.85,173.23,82
4.2671,0,471.29,175.16,76
4.2614,0,472.81,174.27,74
4.2677,0,474.28,175.68,74
4.2613,0,467.78,172.4,73
4.2576,0,464.42,172.04,74
4.2516,0,461.1,170.55,73
4.2544,0,469.98,173.64,71
4.2577,0,480.2,177.21,71
4.2577,0,482.11,176.7,71
4.2228,0,484.61,172.32,70
4.2284,0,477.16,170.64,70
4.2475,0,468.88,172.22,70
4.2464,0,461.46,171.48,70
4.249,0,465.73,172.73,70
4.2382,0,460.25,169.92,70
4.2429,0,460.73,170.35,70
4.2359,0,461.32,168.67,69
4.2329,0,460.61,169.32,71
4.2414,0,469.33,171.65,72
4.24,0,470.91,172.58,76
4.2433,0,489.7,174.47,80
4.2504,0,508.02,177.62,77
4.2556,0,517.43,179.62,77
4.2556,0,519.88,178.7,72
4.2649,0,522.66,180.71,72
4.2696,0,519.99,180.64,76
4.2647,0,515.42,179.08,78
4.2526,0,518.04,178.54,79
4.2513,0,522.85,180.29,79
4.2601,0,514.81,180.63,78
4.2721,0,505.09,182.07,77
4.2658,0,492.78,178.26,75
4.2629,0,490.05,177.66,75
4.2597,0,483.64,174.72,74
4.2544,0,475.28,172.43,74
4.2588,0,468.27,172.76,74
4.2493,0,461.83,171.54,73
4.2497,0,463.77,171.6,73
4.2479,0,465.21,171.74,73
4.2533,0,461.86,170.89,73
4.2483,0,461.46,170.43,73
4.2362,0,463.11,169.31,74
4.2442,0,467,175.65,77
4.2428,0,466.06,174.65,79
4.2483,0,484.69,178.52,82
4.2533,0,511.82,179.26,84
4.2544,0,531.85,183.18,85
4.2613,0,565.41,197.72,87
4.2649,0,596.78,211.48,87
4.2585,0,597.68,210.21,86
4.2619,0,608.91,215.68,87
4.2602,0,609.31,216.95,85
4.2659,0,604.52,216.28,73
4.2736,0,589.15,214.49,74
4.2674,0,545.17,202.49,73
4.2591,0,514.89,192.54,73
4.2661,0,493.94,181.15,73
4.2678,0,491.65,181.08,73
4.2538,0,482.18,176.42,73
4.2558,0,478.83,177.11,72
4.2555,0,468.5,174.75,72
4.2495,0,466.73,173,72
4.2499,0,464.09,172.84,72
4.2482,0,459.14,170.16,71
4.2395,0,446.92,175.25,71
4.238,0,451.13,172.06,72
4.2482,0,463.08,171.27,73
4.2438,0,467.49,172.12,74
4.2565,0,478.03,173.41,75
4.25,0,498.15,176.2,75
4.2571,0,510.44,179.08,74
4.2521,0,521.35,180.57,74
4.2591,0,525.9,182.21,74
4.2633,0,526.21,180.65,74
4.2605,0,528,181.86,73
4.2568,0,532.46,183.29,74
4.2616,0,520.56,182.13,74
4.2621,0,504.02,179.01,73
4.257,0,488.86,175.26,72
4.266,0,480.38,176.52,71
4.2526,0,472.43,171.52,70
4.261,0,467.38,172.35,70
4.2577,0,454.56,167.5,70
4.2526,0,453.64,167.74,70
4.252,0,443.99,166.29,70
4.2458,0,447.13,165.81,70
4.2436,0,443.4,164.97,70
4.245,0,439.01,164.12,71
4.2378,0,439.91,161.43,71
4.2341,0,441.44,161.65,71
4.2397,0,449.65,164.29,72
4.2438,0,454.58,165.75,75
4.2491,0,465.21,166.33,76
4.2517,0,486.42,170,77
4.2595,0,502.83,175.69,80
4.2562,0,509.53,174.78,82
4.2564,0,516.03,176.3,82
4.2598,0,521.91,179.22,83
4.2557,0,523.38,179.22,83
4.2603,0,524.15,180.01,82
4.2669,0,518.64,179.6,80
4.2696,0,505.71,178.46,79
4.2739,0,495.77,177.53,78
4.2698,0,478.56,173,78
4.2535,0,470.41,168.18,75
4.2583,0,459.14,165.82,73
4.2585,0,445.16,161.58,74
4.2524,0,440.85,160.75,71
4.2482,0,433.22,159.72,68
4.2408,0,431.41,157.81,67
4.2431,0,427.98,157.54,67
4.2333,0,424.99,155.18,65
4.2347,0,424.81,155.18,65
4.2322,0,427.03,155.25,66
4.2321,0,431.24,156.96,68
4.2373,0,434.74,157.22,70
4.2417,0,452.34,160.88,76
4.2454,0,475.24,164.57,78
4.2552,0,507.95,174.37,82
4.2551,0,525.62,178.7,82
4.2608,0,527.25,179.68,83
4.2582,0,534.64,181.48,81
4.2684,0,533.7,182.76,82
4.2759,0,528.62,181.79,82
4.2593,0,516.76,177.67,79
4.2683,0,509.69,178.39,78
4.2705,0,496.06,175.93,76
4.2712,0,483.65,175.18,75
4.253,0,477.82,169.53,74
4.2623,0,466.96,168.07,74
4.26,0,451.25,163.27,73
4.2609,0,447.23,163.42,72
4.2554,0,437.25,161.32,71
4.2544,0,438.33,161.96,70
4.2513,0,432.7,160.12,70
4.2497,0,437.71,161.52,69
4.2434,0,454.02,164.87,69
4.2423,0,461.02,167.68,70
4.2337,0,455.62,162.67,72
4.2288,0,454.36,162.66,74
4.2312,0,469.45,166.22,78
4.2415,0,466.23,166.56,80
4.2487,0,485.1,172.34,81
4.2523,0,483.26,171.78,82
4.2632,0,489.92,175.89,83
4.2614,0,491.53,174.64,85
4.2487,0,534.77,190.66,84
4.2466,0,529.08,190,85
4.251,0,523.9,189.59,83
4.2622,0,521.44,191.21,79
4.2706,0,521.75,192.62,77
4.271,0,508.05,189.87,76
4.258,0,486.72,181.3,76
4.2579,0,476.5,178.38,74
4.2644,0,463.67,175.44,73
4.2561,0,470.5,176.28,73
4.2591,0,460.46,175.93,73
4.2565,0,461.16,175.93,73
4.2563,0,438.29,161.56,72
4.2547,0,429.99,157.08,72
4.2551,0,433.16,158.6,71
4.2513,0,433.26,157.59,72
4.2489,0,436.22,159.84,72
4.2461,0,438.3,158.94,72
4.2366,0,448.58,160.24,73
4.2421,0,456.48,163.75,76
4.2413,0,456.57,162.37,76
4.2454,0,462.66,165.55,74
4.2623,0,467.45,167.82,75
4.2546,0,460.11,164.54,76
4.2542,0,446,161.45,76
4.2486,0,445.1,159.48,74
4.2583,0,438.97,160.1,75
4.2521,0,443.48,160.3,73
4.2605,0,437.42,160.4,71
4.2572,0,428.86,157.59,69
4.2409,0,424.43,152.1,68
4.2556,0,419.96,153.35,66
4.2521,0,416.71,151.91,65
4.2422,0,427.64,151.82,64
4.2423,0,418.75,152,63
4.2306,0,417.82,149.73,62
4.2282,0,416.28,149.38,61
4.2285,0,414.1,149.22,61
4.2206,0,413.99,147.03,60
4.2218,0,414.8,147.91,62
4.2203,0,421.17,150.07,65
4.2304,0,424.6,150.94,66
4.2342,0,442.51,153.65,69
4.2351,0,464.35,156.41,70
4.2397,0,478.21,155.75,71
4.2395,0,491.76,160.16,72
4.2474,0,494.3,162.89,73
4.2431,0,496.27,162.65,76
4.2415,0,502.44,162.49,75
4.2475,0,496.54,162.73,76
4.2526,0,500.66,166.43,75
4.2548,0,488.79,164.41,72
4.2579,0,475.86,162.66,72
4.2515,0,460.61,159.26,70
4.2364,0,449.67,154.51,68
4.2522,0,441.46,155.42,67
4.2469,0,431.57,153.27,65
4.2441,0,428.03,151.63,64
4.2372,0,421.38,150.85,63
4.2356,0,423.88,152.02,61
4.2359,0,420.67,150.56,60
4.238,0,414.76,149.69,60
4.2315,0,415.95,149.31,59
4.2239,0,412.79,147.06,59
4.2195,0,418.3,147.36,65
4.1875,0,423.37,143.26,69
4.1712,0,445.58,144.8,73
4.2116,0,477.94,155.12,76
4.186,0,505.48,157.21,77
4.177,0,502.92,156.6,79
4.1764,0,506.08,157.72,79
4.157,0,509.64,154.98,79
4.1563,0,513.95,155.32,80
4.2522,0,506.93,166.37,79
4.2542,0,504.22,166.97,79
4.2545,0,492.09,165.27,77
4.262,0,480.4,165.36,77
4.2585,0,461.28,160.93,75
4.2528,0,449.8,157.76,72
4.2558,0,442.84,156.89,69
4.2532,0,428.76,152.77,67
4.2485,0,427.49,152.04,65
4.2484,0,419.27,153.04,64
4.2412,0,419.76,150.43,65
4.2356,0,417.44,149.71,62
4.2395,0,414.5,150.07,62
4.2389,0,412.62,148.56,62
4.2317,0,414.96,148.49,64
4.2331,0,418.6,150.85,68
4.2283,0,422.76,149.91,73
4.186,0,448.13,147.85,75
4.2145,0,478.51,156.46,79
4.2354,0,504.86,164.34,80
4.25,0,520.91,170.14,81
4.2531,0,530.01,174.43,83
4.2549,0,533.29,175.95,84
4.2563,0,533.89,175.39,84
4.2525,0,529.47,174.33,84
4.2526,0,533.86,176.77,83
4.2628,0,528.2,178.2,80
4.2722,0,510.21,176.76,78
4.2729,0,490.51,175.04,76
4.2647,0,480.33,170.12,76
4.2685,0,474.59,169.01,74
4.2616,0,461.64,164.02,73
